"","level","stem"
"37363","B1","nahm"
"37371","B1","nahrungsmittel"
"37372","B1","naht"
"37375","B1","nam"
"37396","B1","namlich"
"37397","B1","nancy"
"37398","B1","nannt"
"37399","B1","nas"
"37400","B1","nasentropf"
"37401","A2","nass"
"37405","A2","nat"
"37411","B1","natascha"
"37412","B1","national"
"37414","B1","nationalmannschaft"
"37415","A2","natur"
"37426","A2","nderfghul"
"37427","A2","nea"
"37428","B1","nebel"
"37431","A2","neb"
"37442","A2","nebenan"
"37446","B1","nebenbei"
"37447","A2","nebli"
"37448","A2","neblig"
"37451","A2","nee"
"37452","A2","neeu"
"37453","B1","neff"
"37455","B1","negativ"
"37456","A1","nehm"
"37520","A1","nein"
"37579","A2","nel"
"37580","A2","nelf"
"37581","A2","nen"
"37686","A2","nend"
"37687","A2","nenn"
"37690","B1","nennt"
"37693","A2","ner"
"37694","B1","nerv"
"37696","B1","nervenkrank"
"37697","A2","nervos"
"37702","B1","ness"
"37703","A2","nessrin"
"37704","A2","netr"
"37705","A2","nett"
"37727","B1","netz"
"37730","B1","netzwerk"
"37732","A1","neu"
"37743","B1","neubauwohn"
"37857","B1","neugier"
"37858","B1","neuig"
"37860","A2","neul"
"37861","B1","neulich"
"37862","A2","neun"
"37864","A2","neuschwanstein"
"37865","B1","neuss"
"37866","A2","neuvu"
"37867","A2","nev"
"37876","B1","nevu"
"37880","B1","new"
"37881","A1","nicht"
"38513","B1","nichtrauch"
"38514","B1","nichtraucherbereich"
"38515","B1","nichtraucherin"
"38516","B1","nichtraucherzimm"
"38577","A2","nick"
"38578","B1","nickt"
"38579","A1","nie"
"38597","B1","niedrig"
"38601","B1","niemal"
"38602","B1","nieman"
"38603","A2","niemand"
"38613","B1","nikos"
"38614","A2","nimm"
"38620","B1","nimmt"
"38632","B1","nina"
"38633","A2","nirgend"
"38638","B1","nirgendwo"
"38639","A2","nıcht"
"38640","A2","nler"
"38641","A2","nme"
"38642","A2","nne"
"38643","B1","nneu"
"38644","A1","noch"
"38968","B1","nochmal"
"38974","B1","nord"
"38976","A1","norddeutsch"
"38977","B1","nordse"
"38978","A1","normal"
"38985","B1","normalerweis"
"38987","B1","not"
"38988","B1","notaufnahm"
"38989","B1","notausgang"
"38998","B1","notfall"
"39000","A2","noti"
"39003","A2","notiert"
"39006","B1","notig"
"39010","A2","notiz"
"39013","B1","notizzettel"
"39014","B1","notruf"
"39015","A2","notwend"
"39018","A2","nst"
"39019","A2","ntschulfiaung"
"39020","B1","nudel"
"39021","A2","nudeln"
"39024","B1","null"
"39026","B1","num"
"39027","A1","numm"
"39052","B1","nun"
"39056","B1","nung"
"39057","A1","nur"
"39190","A2","nurem"
"39191","B1","nutz"
"39192","A2","nutzlich"
"39195","B1","nutzt"
"39199","B1","nuutz"
"39200","A2","oarur"
"39201","A1","oben"
"39210","B1","ober"
"39222","B1","oberst"
"39223","B1","oberweg"
"39224","A1","obst"
"39234","B1","obwohl"
"39237","A2","ode"
"39238","A1","oder"
"39318","A2","oelt"
"39319","A2","ofaucnl"
"39320","B1","ofen"
"39323","A2","off"
"39334","A2","offenbach"
"39335","B1","offenbar"
"39337","B1","offent"
"39343","B1","offiziell"
"39345","A1","offn"
"39365","B1","offnet"
"39367","A1","oft"
"39411","A1","ohn"
"39437","B1","ohr"
"39439","B1","ohrenschmerz"
"39440","A2","oht"
"39441","A2","oig"
"39442","B1","oko"
"39443","B1","okolad"
"39444","B1","okolog"
"39446","B1","okostrom"
"39447","B1","oktob"
"39448","A2","ole"
"39449","B1","oleg"
"39450","A2","olen"
"39451","B1","oliv"
"39452","A2","oltt"
"39453","A1","oma"
"39459","A2","omat"
"39460","A2","omi"
"39461","A2","omms"
"39462","B1","onkel"
"39466","A2","onlin"
"39469","A2","onn"
"39470","A1","opa"
"39473","B1","opel"
"39474","B1","oper"
"39477","B1","operation"
"39479","B1","operi"
"39480","B1","operiert"
"39482","B1","opern"
"39483","B1","opf"
"39484","A2","oportplalz"
"39485","B1","optimist"
"39486","B1","orang"
"39490","B1","orch"
"39491","B1","ordent"
"39493","B1","ordination"
"39498","B1","ordn"
"39500","B1","ordnet"
"39502","A1","ordnung"
"39511","A2","oren"
"39512","B1","organisation"
"39516","A2","organisi"
"39519","A2","organisiert"
"39528","B1","original"
"39531","A2","orstellenl"
"39532","A1","ort"
"39542","A2","orterbu"
"39543","B1","oskar"
"39544","A1","ost"
"39545","A2","osterreich"
"39548","B1","osteuropa"
"39549","B1","ostse"
"39551","B1","ozean"
"39552","B1","ozg"
"39553","A1","paar"
"39585","A2","pack"
"39586","B1","packch"
"39592","A2","packt"
"39597","B1","packung"
"39599","A2","paket"
"39611","A2","pakt"
"39612","A2","pamela"
"39615","B1","pann"
"39617","A1","papi"
"39635","B1","paradeis"
"39636","B1","parall"
"39637","B1","parallel"
"39638","A2","parfum"
"39642","A2","paris"
"39644","A2","park"
"39653","A2","parkeg"
"39669","B1","parki"
"39671","B1","parkiert"
"39672","B1","parkplatz"
"39674","B1","parkt"
"39676","B1","parlament"
"39677","B1","partei"
"39679","B1","partn"
"39682","A1","partnerin"
"39686","A2","partnert"
"39687","A1","party"
"39715","B1","pascal"
"39716","A1","pass"
"39741","B1","passagi"
"39743","B1","passagierin"
"39745","B1","passi"
"39746","A2","passiert"
"39764","B1","passiv"
"39765","B1","passkontroll"
"39766","A2","passt"
"39783","A2","passwort"
"39787","B1","pasta"
"39788","B1","patient"
"39789","B1","patientin"
"39790","A1","paul"
"39797","B1","pauschal"
"39798","A1","paus"
"39811","B1","pdasst"
"39812","B1","pech"
"39815","B1","pedro"
"39816","B1","peinlich"
"39818","B1","pen"
"39820","B1","pension"
"39829","B1","pensioniert"
"39830","B1","pensionist"
"39831","B1","pensionistin"
"39832","B1","per"
"39836","B1","perfekt"
"39837","B1","permarkt"
"39838","B1","perron"
"39840","B1","perserteppich"
"39841","A2","person"
"39846","B1","personal"
"39848","B1","personali"
"39851","B1","personenstand"
"39858","A1","pet"
"39867","B1","petra"
"39868","B1","pfann"
"39872","B1","pfeff"
"39873","A2","pferd"
"39875","B1","pflanz"
"39882","B1","pflanzt"
"39884","B1","pflast"
"39887","B1","pflaum"
"39889","B1","pflaumenkuch"
"39890","B1","pfleg"
"39892","B1","pflegerin"
"39893","B1","pflegt"
"39895","B1","pflicht"
"39896","A2","pfraum"
"39897","A1","pfund"
"39898","B1","phantasi"
"39900","A2","picasso"
"39903","B1","picknick"
"39911","B1","pill"
"39913","B1","pilz"
"39915","A2","pizza"
"39933","B1","pizz"
"39934","A2","plakat"
"39937","A1","plan"
"39948","B1","plant"
"39951","B1","planung"
"39952","B1","plastik"
"39953","A1","platz"
"39980","A2","plotzlich"
"39989","B1","plural"
"39990","A2","pnchst"
"39991","A1","pol"
"39992","B1","polit"
"39999","B1","politikerin"
"40003","A2","polizei"
"40013","A1","polizel"
"40020","B1","polizist"
"40024","B1","polizistin"
"40025","A1","pomm"
"40036","A2","por"
"40037","B1","port"
"40039","B1","portemonnai"
"40041","B1","portiert"
"40042","A2","portion"
"40046","B1","portmone"
"40047","B1","portugies"
"40048","B1","position"
"40049","B1","positiv"
"40051","A1","post"
"40091","A2","postkart"
"40092","A2","postleit"
"40093","A1","postleitzahl"
"40097","B1","postl"
"40098","B1","postlerin"
"40099","B1","postsend"
"40100","B1","poststempel"
"40101","B1","potsdam"
"40102","B1","poulet"
"40105","A2","ppeldl"
"40106","B1","praktika"
"40107","B1","praktikant"
"40108","B1","praktikantin"
"40109","A1","praktikum"
"40114","A2","praktisch"
"40120","B1","pralin"
"40121","B1","praposition"
"40122","B1","prasentation"
"40123","B1","prasenti"
"40125","B1","prasident"
"40126","B1","prax"
"40127","A1","praxis"
"40135","A1","preis"
"40155","A2","preiswert"
"40158","B1","press"
"40159","B1","prima"
"40161","A2","privat"
"40168","A2","pro"
"40180","A2","prob"
"40181","A2","probi"
"40188","A2","probiert"
"40196","A1","probl"
"40219","B1","problem"
"40227","B1","produkt"
"40234","B1","produktion"
"40235","B1","produzi"
"40236","B1","produziert"
"40240","B1","professor"
"40241","B1","professorin"
"40242","B1","profi"
"40243","B1","profisportl"
"40244","B1","profisportlerin"
"40245","A2","programm"
"40249","B1","programmander"
"40252","A2","proiekt"
"40253","A2","projekt"
"40257","A1","prospekt"
"40263","B1","prost"
"40264","B1","prot"
"40266","B1","protesti"
"40268","B1","protestiert"
"40270","B1","prozent"
"40271","B1","prozess"
"40272","A2","pruf"
"40275","B1","pruft"
"40277","A1","prufung"
"40325","B1","prufungsort"
"40326","B1","prufungstermin"
"40328","B1","publikum"
"40329","A2","pullov"
"40345","A2","puni"
"40346","B1","punkt"
"40353","A1","punktlich"
"40372","A2","punt"
"40373","B1","pupp"
"40375","B1","putz"
"40382","A2","putzt"
"40385","A2","qmb"
"40386","A2","qnen"
"40387","B1","qualifikation"
"40389","A2","qualitat"
"40396","B1","quarti"
"40398","B1","quer"
"40399","B1","quittung"
"40403","A2","quiz"
"40406","A2","quizsend"
"40407","A2","quz"
"40408","B1","raaumt"
"40409","B1","rabatt"
"40410","A1","rad"
"40421","B1","radeis"
"40422","B1","radfahr"
"40423","B1","radfahrerin"
"40424","A2","radio"
"40442","A2","ragl"
"40443","B1","rahm"
"40447","A2","rallt"
"40448","A2","rammstein"
"40449","B1","rand"
"40450","B1","rannt"
"40451","B1","rant"
"40452","B1","ras"
"40453","B1","rasi"
"40454","B1","rasiert"
"40456","B1","rat"
"40462","B1","ratespiel"
"40463","A2","rathaus"
"40468","B1","ratschlag"
"40470","A2","ratsel"
"40473","B1","rau"
"40474","A2","rauch"
"40505","B1","raucherin"
"40507","B1","raucht"
"40510","B1","rauchverbot"
"40511","B1","rauf"
"40513","B1","raufkomm"
"40514","A1","raum"
"40524","A2","raumt"
"40527","A2","raus"
"40533","A2","rausbring"
"40534","A2","rausch"
"40535","B1","rausgefund"
"40536","B1","rausgelauf"
"40537","A2","rauskomm"
"40538","B1","rauus"
"40539","B1","reagi"
"40540","B1","reagiert"
"40543","B1","reaktion"
"40544","B1","realisi"
"40545","B1","realisiert"
"40548","B1","realist"
"40549","B1","realitat"
"40550","B1","reception"
"40551","B1","recherch"
"40553","A2","rechn"
"40560","B1","rechnet"
"40562","A1","rechnung"
"40577","B1","rechnungsnumm"
"40578","A2","recht"
"40602","B1","rechtlich"
"40622","B1","rechtzeit"
"40625","A2","red"
"40633","B1","redet"
"40636","B1","reduzi"
"40637","B1","reduziert"
"40641","B1","referat"
"40642","B1","reform"
"40643","B1","regal"
"40655","B1","regel"
"40656","B1","regelmass"
"40662","B1","regeln"
"40664","B1","regelt"
"40666","A1","reg"
"40678","B1","regenschirm"
"40679","B1","regentropf"
"40680","B1","regier"
"40683","B1","region"
"40685","B1","regional"
"40686","B1","regionalbahn"
"40687","A2","regn"
"40693","A1","regnet"
"40713","B1","regt"
"40715","A2","rei"
"40716","A2","reich"
"40720","B1","reicht"
"40725","B1","reif"
"40732","A2","reih"
"40738","B1","reihenfolg"
"40739","A2","rein"
"40748","B1","reingeh"
"40749","B1","reinig"
"40753","B1","reinigt"
"40759","A2","reinkomm"
"40760","A1","reis"
"40800","A1","reiseburo"
"40807","B1","reisebuuro"
"40808","A1","reisefuhr"
"40813","B1","reiseleiterin"
"40822","B1","reiseorganisation"
"40823","B1","reist"
"40825","A2","reit"
"40828","A2","reitet"
"40830","B1","reklam"
"40831","B1","rekord"
"40832","B1","relativ"
"40833","B1","religion"
"40834","B1","renn"
"40835","B1","rennfahr"
"40836","B1","rennt"
"40837","A2","renovi"
"40839","A2","renoviert"
"40840","B1","renovier"
"40841","B1","rent"
"40849","A2","rentn"
"40853","B1","rentnerin"
"40855","A1","reparatur"
"40865","A2","repari"
"40874","B1","reparierst"
"40875","A2","repariert"
"40880","A2","reparlert"
"40881","B1","reportag"
"40882","B1","report"
"40883","B1","reporterin"
"40884","A2","reservi"
"40888","A2","reserviert"
"40894","B1","reservier"
"40895","B1","respekt"
"40898","A2","rest"
"40903","B1","restau"
"40904","A1","restaurant"
"40922","B1","rett"
"40923","B1","rettet"
"40925","A2","reu"
"40926","A2","rezept"
"40933","B1","rezeptfrei"
"40934","A1","rezeption"
"40940","A1","rhein"
"40943","A2","ricardo"
"40945","B1","richt"
"40946","B1","richterin"
"40947","B1","richtet"
"40949","A1","richtig"
"40972","B1","richtung"
"40974","B1","rico"
"40975","A2","riech"
"40979","A2","riecht"
"40985","B1","rief"
"40986","B1","riesig"
"40988","B1","riet"
"40989","B1","rinaldo"
"40990","A2","rind"
"40993","A2","ring"
"40999","B1","risik"
"41000","B1","risiko"
"41001","A2","rita"
"41002","B1","ritt"
"41003","A2","riutt"
"41004","A2","rlnlhr"
"41005","A2","rnuss"
"41006","A2","robert"
"41007","B1","roberto"
"41008","B1","roch"
"41009","A2","rock"
"41015","B1","roh"
"41016","B1","rohr"
"41018","B1","roll"
"41020","B1","rom"
"41021","B1","roman"
"41023","A2","romant"
"41025","A2","romeo"
"41026","B1","romisch"
"41027","B1","ros"
"41029","A2","rot"
"41040","B1","rrigiert"
"41041","A2","rte"
"41042","A2","rtslcth"
"41043","B1","ruck"
"41049","B1","ruckfahrt"
"41050","B1","ruckkehr"
"41051","A2","rucksack"
"41054","B1","ruckseit"
"41055","B1","rucksicht"
"41056","B1","ruckwart"
"41058","A2","rudesheim"
"41059","B1","ruebli"
"41062","A2","ruf"
"41086","B1","rufnumm"
"41087","A2","rufst"
"41090","A2","ruft"
"41096","A2","rug"
"41097","A2","ruh"
"41109","B1","ruhetag"
"41111","A2","ruhi"
"41112","A2","ruhig"
"41122","A2","ruhm"
"41123","A2","ruht"
"41126","A2","rund"
"41133","B1","rundfahrt"
"41134","B1","rundfunk"
"41135","A2","rundgang"
"41136","A2","rundreis"
"41137","A2","rung"
"41138","B1","runt"
"41140","B1","runtergelad"
"41141","B1","runtergeworf"
"41142","B1","runterwerf"
"41143","A2","russisch"
"41144","B1","saal"
"41145","A2","saarbruck"
"41147","A2","sach"
"41165","B1","sack"
"41167","A2","saft"
"41170","A2","sag"
"41205","A2","sagt"
"41221","B1","sah"
"41224","B1","sahn"
"41230","B1","saison"
"41231","A1","salat"
"41250","B1","salb"
"41252","B1","sal"
"41253","B1","salon"
"41254","A1","salz"
"41260","B1","salzburg"
"41261","B1","salzig"
"41262","A2","sammeln"
"41266","A2","sammelt"
"41270","A2","samstag"
"41280","B1","samstagab"
"41288","B1","samtlich"
"41289","B1","sand"
"41290","B1","sandt"
"41291","A2","sandung"
"41292","B1","sang"
"41295","B1","sangerin"
"41298","B1","sank"
"41299","B1","sant"
"41300","A2","sarah"
"41301","B1","sass"
"41302","B1","satt"
"41303","A1","satz"
"41311","B1","saub"
"41314","B1","sauc"
"41315","A2","saueg"
"41316","B1","sau"
"41318","B1","sav"
"41319","A2","scden"
"41320","A2","scdqr"
"41321","A2","sch"
"41323","B1","schacht"
"41324","B1","schachtel"
"41328","B1","schad"
"41338","B1","schadet"
"41340","A2","schadlich"
"41342","A2","schaff"
"41355","B1","schafft"
"41357","B1","schaft"
"41358","B1","schalt"
"41372","B1","schaltet"
"41375","A2","scharf"
"41383","B1","schatt"
"41384","B1","schatz"
"41386","B1","schatzt"
"41388","B1","schau"
"41393","B1","schaufen"
"41395","B1","schauspiel"
"41398","B1","schauspielerin"
"41399","A2","schaust"
"41400","B1","schaut"
"41403","A2","schavu"
"41404","B1","scheib"
"41406","B1","scheid"
"41410","B1","scheidet"
"41411","B1","scheidung"
"41412","B1","schein"
"41416","A1","scheint"
"41423","A2","schen"
"41424","B1","schenk"
"41429","A2","schenkt"
"41432","A2","scher"
"41435","B1","schi"
"41436","B1","schick"
"41455","B1","schickt"
"41457","B1","schieb"
"41459","B1","schiebt"
"41460","B1","schief"
"41462","B1","schien"
"41463","B1","schiess"
"41464","B1","schiesst"
"41465","A2","schiff"
"41470","B1","schiffskatastroph"
"41471","A1","schild"
"41477","A1","schillerstrass"
"41478","A2","schimpf"
"41482","B1","schimpft"
"41484","B1","schink"
"41486","A1","schinkenbrot"
"41487","A2","schirm"
"41494","B1","schlaf"
"41514","A2","schlaft"
"41517","A2","schlafzimm"
"41520","B1","schlag"
"41538","B1","schlagob"
"41539","B1","schlagt"
"41541","B1","schlang"
"41544","B1","schlank"
"41545","A1","schlecht"
"41580","B1","schlief"
"41581","B1","schliess"
"41596","B1","schliesslich"
"41598","A2","schliesst"
"41606","A2","schlimm"
"41615","A2","schloss"
"41628","B1","schlug"
"41631","A1","schluss"
"41642","A1","schlussel"
"41664","B1","schmal"
"41665","A2","schmeck"
"41669","A1","schmeckt"
"41691","B1","schmerz"
"41706","B1","schmerzmittel"
"41707","B1","schmerztablett"
"41709","A1","schmidt"
"41715","B1","schmink"
"41716","B1","schminkt"
"41718","A2","schmitt"
"41719","B1","schmuck"
"41720","B1","schmutz"
"41721","A2","schmutzig"
"41727","B1","schmutzung"
"41728","B1","schnallt"
"41730","A2","schnee"
"41737","B1","schneid"
"41743","A2","schneidet"
"41751","B1","schneien"
"41753","A2","schneit"
"41759","A1","schnell"
"41810","B1","schnitt"
"41811","B1","schnitzel"
"41812","B1","schnupf"
"41813","B1","schob"
"41814","A2","schokolad"
"41832","B1","schokoladeneis"
"41833","B1","schokoladenglac"
"41834","A2","schokoladenkuch"
"41835","A1","schon"
"42126","B1","schopft"
"42127","B1","schoss"
"42128","A1","schrank"
"42152","B1","schreck"
"42154","A2","schrecklich"
"42162","A2","schrecklick"
"42163","A2","schreib"
"42198","B1","schreibheft"
"42201","A1","schreibt"
"42216","B1","schreibtisch"
"42223","B1","schreien"
"42224","B1","schreit"
"42225","B1","schrie"
"42226","B1","schrieb"
"42227","B1","schrift"
"42229","A2","schriftlich"
"42237","B1","schriftstell"
"42238","B1","schriftstellerin"
"42239","B1","schritt"
"42242","B1","schu"
"42243","A2","schuh"
"42267","B1","schuhgeschaft"
"42268","B1","schulabschluss"
"42269","B1","schularbeit"
"42271","B1","schulbus"
"42272","B1","schuld"
"42276","B1","schuldig"
"42277","A1","schul"
"42339","B1","schulerin"
"42343","A2","schulerinn"
"42346","B1","schulferi"
"42347","B1","schulklass"
"42348","B1","schult"
"42349","B1","schulz"
"42350","B1","schumach"
"42351","B1","schussel"
"42352","B1","schust"
"42353","B1","schutteln"
"42354","B1","schuttelt"
"42356","B1","schutz"
"42359","B1","schutzfaktor"
"42360","B1","schutzt"
"42362","A2","schwach"
"42368","B1","schwag"
"42369","B1","schwamm"
"42371","B1","schwammerln"
"42372","A2","schwang"
"42376","B1","schwangerschaft"
"42377","B1","schwarzbrot"
"42378","A1","schwarz"
"42380","B1","schwarzfahr"
"42381","B1","schwarzwald"
"42382","B1","schweig"
"42383","B1","schweigt"
"42384","A2","schwein"
"42385","A2","schweinefleisch"
"42386","A1","schweiz"
"42388","A1","schwer"
"42420","A1","schwest"
"42442","A2","schwi"
"42443","B1","schwieg"
"42445","B1","schwiegerelt"
"42446","B1","schwiegertocht"
"42447","B1","schwiegervat"
"42448","A2","schwierig"
"42462","A2","schwimm"
"42463","A1","schwimmbad"
"42485","B1","schwimmt"
"42486","A2","schwitim"
"42487","A2","schwitito"
"42488","B1","schwitz"
"42489","B1","schwitzt"
"42491","A2","scn"
"42492","A2","seb"
"42493","A2","sec"
"42494","A2","sech"
"42499","B1","sechserpack"
"42500","A1","see"
"42512","B1","seeluft"
"42513","B1","seeuf"
"42514","A2","seh"
"42516","A2","sehang"
"42563","B1","sehenswurd"
"42567","A1","sehr"
"42867","B1","sei"
"42874","A2","seid"
"42880","B1","seien"
"42881","A2","seif"
"42884","A1","sein"
"42984","A1","seit"
"43027","B1","seitd"
"43036","B1","sekretar"
"43037","B1","sekretarin"
"43039","B1","sekund"
"43040","B1","selb"
"43049","A1","selbststand"
"43053","B1","selbstverstand"
"43054","A2","seln"
"43056","A1","selt"
"43077","B1","seltsam"
"43079","B1","sem"
"43080","B1","seminar"
"43082","B1","semmel"
"43084","B1","semmeln"
"43085","B1","sen"
"43086","B1","send"
"43089","B1","sendet"
"43091","A2","sendung"
"43098","B1","senior"
"43100","B1","seniorenheim"
"43101","B1","senkrecht"
"43103","A2","senn"
"43104","A2","septemb"
"43105","A2","ser"
"43106","B1","seri"
"43108","A2","servic"
"43113","B1","serviceangestellt"
"43116","B1","serviert"
"43117","A2","seschmatt"
"43118","B1","sessel"
"43124","B1","set"
"43125","A2","setz"
"43135","B1","setzt"
"43141","A2","setzung"
"43142","A2","sewesecn"
"43143","A2","shirt"
"43152","A2","sibt"
"43153","A1","sich"
"43486","B1","sichert"
"43488","B1","sicher"
"43489","B1","sichtbar"
"43491","A1","sie"
"44669","A2","sieb"
"44675","B1","sieg"
"44678","B1","siegerin"
"44679","B1","siegt"
"44681","A2","sieh"
"44691","A2","sieht"
"44718","A2","siem"
"44721","A2","sient"
"44722","B1","siez"
"44723","B1","siezt"
"44725","A2","silvana"
"44727","A2","sim"
"44728","A2","sin"
"44732","A2","sina"
"44733","A1","sind"
"44987","A2","sing"
"44994","A2","singt"
"44996","B1","sink"
"44997","B1","sinkt"
"44998","B1","sinn"
"44999","B1","sinnlos"
"45001","B1","sinnvoll"
"45002","A2","sino"
"45003","A2","sioeien"
"45004","B1","sioniert"
"45006","A2","sirc"
"45007","A2","situation"
"45015","B1","sitz"
"45039","B1","sitzplatz"
"45041","A2","sitzt"
"45045","A2","ski"
"45049","B1","skier"
"45050","B1","skifahr"
"45051","A2","sle"
"45055","A2","slent"
"45056","A2","snohcn"
"45057","A2","snr"
"45058","B1","sobald"
"45059","B1","sock"
"45061","B1","sodass"
"45062","A1","sofa"
"45070","B1","sofia"
"45071","A1","sofort"
"45096","A2","sogar"
"45099","B1","sogenannt"
"45101","A1","sohn"
"45136","B1","solang"
"45138","B1","solch"
"45141","A1","soll"
"45215","B1","sollt"
"45232","A1","somm"
"45250","B1","sommerfahrplan"
"45251","B1","sommerferi"
"45252","B1","sommerf"
"45253","B1","sommerurlaub"
"45254","B1","sond"
"45255","B1","sonderangebot"
"45264","B1","sonderpreis"
"45265","B1","sonenstand"
"45266","B1","sonja"
"45267","A1","sonn"
"45279","A2","sonnig"
"45284","A2","sonntag"
"45302","A2","sonst"
"45318","B1","soowieso"
"45319","B1","sorg"
"45324","B1","sorgt"
"45326","B1","sorry"
"45327","B1","soss"
"45330","B1","souvenir"
"45332","B1","sovi"
"45333","B1","soviel"
"45334","B1","sowieso"
"45335","B1","sowohl"
"45336","B1","sozial"
"45337","B1","sozialarbeit"
"45338","B1","sozialarbeiterin"
"45340","A1","spaat"
"45341","A1","spani"
"45348","B1","spanisch"
"45352","A2","spanl"
"45354","A2","spannend"
"45358","B1","spar"
"45365","B1","sparkonto"
"45366","B1","sparsam"
"45368","B1","spart"
"45370","A2","spass"
"45381","B1","spat"
"45425","B1","spatest"
"45427","A2","spazief"
"45428","A2","spazi"
"45446","B1","spaziergang"
"45448","A2","spe"
"45449","B1","speicherkart"
"45450","A2","speich"
"45453","B1","speichert"
"45455","B1","speis"
"45457","A1","speisekart"
"45463","B1","speisewag"
"45464","B1","spezial"
"45465","B1","spezialist"
"45466","B1","spezialistin"
"45467","B1","spezialpfleg"
"45468","B1","speziell"
"45470","B1","spie"
"45471","B1","spiegel"
"45473","A1","spiel"
"45546","B1","spielerin"
"45547","B1","spielplatz"
"45549","A1","spielt"
"45571","B1","spielzeug"
"45573","B1","spitz"
"45574","A2","spnsch"
"45575","A1","sport"
"45593","B1","sportart"
"45594","B1","sporthall"
"45595","B1","sportl"
"45596","B1","sportlerin"
"45597","A2","sportlich"
"45601","A2","sportplatz"
"45602","B1","sportprojekt"
"45603","A1","sportschuh"
"45604","A2","sportverein"
"45611","B1","sprach"
"45625","B1","sprachinstitut"
"45626","B1","sprachkenntnis"
"45627","B1","sprachkur"
"45628","B1","sprachkurs"
"45629","B1","sprachschul"
"45630","B1","sprang"
"45631","A2","sprech"
"45686","A2","sprechstund"
"45690","B1","sprich"
"45692","A2","spricht"
"45704","B1","spring"
"45705","B1","springt"
"45706","B1","spritz"
"45709","B1","sproch"
"45710","B1","spul"
"45711","B1","spult"
"45712","B1","spur"
"45714","B1","spurt"
"45716","B1","spuult"
"45717","A2","sse"
"45718","A2","ssie"
"45719","B1","ssodass"
"45720","A2","ssogar"
"45721","B1","ssowohl"
"45722","A2","ssuch"
"45723","B1","staat"
"45724","B1","stach"
"45725","A2","stack"
"45726","B1","stadi"
"45727","B1","stadion"
"45728","A1","stadt"
"45783","B1","stadtbibliothek"
"45784","B1","stadthall"
"45785","B1","stadtisch"
"45787","A2","stadtplan"
"45792","B1","stadtrundfahrt"
"45793","B1","stadtteil"
"45794","A2","stadttour"
"45795","A2","stadtzentrum"
"45798","B1","stahl"
"45799","B1","stamm"
"45801","B1","stammt"
"45803","A2","stancn"
"45804","B1","stand"
"45812","B1","standig"
"45814","B1","standpunkt"
"45815","B1","stank"
"45816","A2","star"
"45819","B1","starb"
"45820","A2","stark"
"45840","A1","starnberg"
"45841","B1","start"
"45844","B1","startet"
"45847","B1","station"
"45849","B1","statist"
"45852","A2","statt"
"45867","B1","stattfind"
"45868","B1","stattgefund"
"45869","B1","stau"
"45871","B1","staub"
"45872","B1","staubsaug"
"45873","B1","staubsaugt"
"45875","B1","stauend"
"45876","B1","stauu"
"45877","B1","stech"
"45878","B1","steckdos"
"45880","B1","steck"
"45882","B1","steckt"
"45886","B1","stefan"
"45887","B1","steffi"
"45888","B1","steh"
"45906","B1","stehl"
"45907","A1","steht"
"45942","A2","steig"
"45949","A2","steigt"
"45955","B1","steil"
"45956","B1","stein"
"45958","A2","stell"
"46009","A2","stellenangebot"
"46011","A2","stellt"
"46028","B1","stempel"
"46029","B1","sten"
"46030","B1","sterb"
"46031","B1","stern"
"46033","B1","steuererklar"
"46034","B1","steuerkart"
"46035","B1","steu"
"46040","B1","stev"
"46041","B1","steward"
"46042","B1","stewardess"
"46043","B1","sticht"
"46044","A2","stiefel"
"46047","B1","stieg"
"46052","B1","stiegenhaus"
"46054","B1","stiehlt"
"46055","B1","stiess"
"46056","A2","stift"
"46064","B1","stil"
"46065","B1","stilist"
"46066","B1","still"
"46068","B1","stimm"
"46073","A2","stimmt"
"46086","B1","stimmung"
"46087","B1","stink"
"46088","B1","stinkt"
"46089","A2","stip"
"46090","A2","stipendium"
"46091","B1","stirbt"
"46093","B1","stlerinn"
"46094","A1","stock"
"46111","B1","stockwerk"
"46114","A2","stofan"
"46115","B1","stoff"
"46117","B1","stolz"
"46118","B1","stopp"
"46120","B1","stoppt"
"46122","B1","stor"
"46130","A2","stort"
"46137","B1","storung"
"46138","B1","stoss"
"46139","B1","stosst"
"46140","B1","strafbar"
"46141","B1","straf"
"46144","B1","strafzettel"
"46146","A2","strand"
"46151","A1","strass"
"46198","A1","strassenbahn"
"46208","B1","strassenrand"
"46209","B1","strassenverkehr"
"46210","B1","stre"
"46211","B1","streck"
"46215","B1","streich"
"46216","B1","streichholz"
"46218","B1","streik"
"46221","B1","streikt"
"46223","B1","streit"
"46228","B1","streitet"
"46229","A2","streng"
"46233","B1","strengt"
"46235","A2","stress"
"46239","A2","stressig"
"46240","B1","strich"
"46241","B1","stritt"
"46242","B1","strom"
"46244","B1","strumpf"
"46246","A2","stuck"
"46273","A2","student"
"46281","A2","studentin"
"46285","B1","studentinn"
"46286","B1","studi"
"46300","B1","studier"
"46302","A2","studiert"
"46312","B1","studio"
"46316","A1","studium"
"46322","B1","stuf"
"46324","A2","stuhl"
"46330","B1","stumm"
"46331","A1","stund"
"46367","B1","sturm"
"46371","B1","sturz"
"46372","B1","sturzt"
"46374","A1","stuttgart"
"46380","B1","such"
"46422","A2","sucht"
"46431","B1","suchtig"
"46433","B1","suchtmittel"
"46434","B1","sudamerika"
